trip_id,spend_category
tour_id084nxmp2,0
tour_idzmbi1w9s,0
tour_idkmvta8wi,1
tour_idl43q6fm0,0
tour_idtogw0rdh,0
tour_idg13vvwja,1
tour_id8sb7ckdr,0
tour_id53bisqhg,0
tour_idkwbpuqmg,1
tour_idpfby4aqu,0
tour_ideagtpy5g,0
tour_idmn7kk2rn,0
tour_id31yae2a4,0
tour_idhhsi0lbt,0
tour_idxrhlywqy,0
tour_idmi06pfx2,0
tour_iddacv2dkf,1
tour_idhmqb7zxe,2
tour_idv2qb15ee,0
tour_idexerjs8z,1
tour_idqx3tihdb,2
tour_idm37jcb5z,0
tour_id08qpof1u,1
tour_idny9wpx4z,0
tour_idcsudhn3z,1
tour_idsrx4zf6s,2
tour_idlfx1qh76,1
tour_idsfavfcly,0
tour_idwfctwdiv,1
tour_id9z2ofz1x,2
tour_idhy7o3cgg,1
tour_idi72d9rb0,1
tour_idoekoxo48,1
tour_idad4fmupz,1
tour_idnvnesb05,2
tour_ide7ryr4zj,1
tour_id57imcvvi,0
tour_idh9rwa9sm,2
tour_id7xt87ji8,0
tour_idgpasotez,0
tour_idh0qsadsa,0
tour_idv3obh2b1,0
tour_idyznxr6c6,1
tour_id1d1a02yt,0
tour_idlbecvptm,1
tour_idjdxcwq0f,0
tour_id7lemmrrf,1
tour_idlegqmvoq,2
tour_idfsru85bm,1
tour_id0gt6cllr,2
tour_id7526ng9r,1
tour_idgf2lqtof,0
tour_idaxoj0ff6,1
tour_idc6gex3v4,1
tour_idhrhff6dv,1
tour_idp5mak7pi,0
tour_id9f2bidur,0
tour_idawb7p4c4,2
tour_idemwfr8mu,0
tour_idq6s3lw2o,0
tour_idq2g0nuqz,0
tour_idyu3se93v,0
tour_idz1o4xj89,1
tour_idht5ljt49,1
tour_idvv9q29tw,1
tour_idqr767hng,0
tour_id3uwwp763,0
tour_idjz6ytnib,2
tour_idp6dg8pcr,1
tour_idb9i90iay,0
tour_idr019yhca,0
tour_iddpp8ug18,1
tour_ide5izfd5u,1
tour_ideacd8ny5,0
tour_iddk61ikfw,1
tour_idjwpm628x,1
tour_idtashfnya,0
tour_idzoy374jl,0
tour_idoe76lscn,1
tour_idkjnnct5v,1
tour_iddeix9vrs,0
tour_idwq8rvmob,0
tour_idlkklhal5,0
tour_idz0nsuul2,1
tour_idgys0lg1k,2
tour_id3lzwgxth,0
tour_id0tjm2vke,1
tour_idkxtgbjcz,0
tour_idhn9hjrlc,0
tour_idvko0frmx,0
tour_idhjgcvy67,0
tour_idzd9xqz2c,0
tour_idyf2henie,1
tour_idd2zb1adr,0
tour_id46q0pc99,2
tour_id838zs1ag,1
tour_idoy3lff3e,1
tour_id73kiadvu,0
tour_idgnwoerqr,1
tour_idlvozijqg,0
tour_ideb844oql,0
tour_idfwyxpmfo,1
tour_id781ar2rf,1
tour_idccwfi6t5,0
tour_idfkmi0efh,0
tour_idf5bvd8rm,1
tour_idj4elddjr,0
tour_idlsxmpgup,2
tour_ide8a2ug2y,0
tour_idm2zlrq33,1
tour_idu3570eum,2
tour_idnihm18ju,1
tour_idm5hcxdla,2
tour_idp7d7xq3i,2
tour_ideqbtksf4,0
tour_idss459tij,1
tour_idrk09ldwd,2
tour_idfnik7w0a,2
tour_id106vi5or,2
tour_idj44bnkns,1
tour_idu7x8c52n,0
tour_idfmrbdwkz,0
tour_id18ci4odd,0
tour_id6seq7i5m,0
tour_idxwg0g76q,1
tour_idoq6ophsv,0
tour_idktbysqup,1
tour_id6k6mimle,0
tour_idft4t23gb,1
tour_idd7gew8gn,0
tour_id5eteu7dc,1
tour_idenyl6gb4,1
tour_idauebeccn,0
tour_idmi8bc5n1,0
tour_iduj5igk8e,0
tour_idpl2d3ide,1
tour_idt4n2pqsj,1
tour_id9i7sfclq,0
tour_idw8ycseh7,2
tour_idsp6zreul,1
tour_ide7fd2nio,2
tour_idxtpskxqp,1
tour_idsh894424,0
tour_idoas89huq,1
tour_idcdic95be,0
tour_id8q3yw7q3,2
tour_idqhq4uiyl,1
tour_idyy5lewch,1
tour_id2xba7i4n,0
tour_idxr025c73,1
tour_id2q879di3,2
tour_id1cu4cp6a,2
tour_idcm9xub3h,0
tour_idb6akl1xk,2
tour_idcmejlq5s,0
tour_id0m4yc3lv,1
tour_idsev95icg,0
tour_idrwg6pc4h,0
tour_idnkugosii,1
tour_idke98399a,2
tour_idj4bhujdv,0
tour_idi9y5qsk9,1
tour_idn3a0cbk1,0
tour_id2aj2gape,1
tour_idhdwd86rg,0
tour_id0qbhjqmc,1
tour_id2ghdufkr,1
tour_idue4j0kl1,1
tour_idnmuyk7xo,0
tour_id1bkzwljy,0
tour_idtz48caeu,1
tour_id32wcvi1w,0
tour_idbfzx8be1,1
tour_idhq1212k8,0
tour_idmop6w5hz,1
tour_idbiivz9rx,1
tour_idzxp8njdj,1
tour_idrbh0nkz1,2
tour_idpv0amj3c,0
tour_idjcsnz0fm,0
tour_ide76l2ii3,1
tour_idyu9nsga5,0
tour_idrenx5dra,0
tour_idpbu2ugv6,2
tour_idsufjg7gx,2
tour_idg23uaz6c,2
tour_iddq7mvrdk,1
tour_idaegfnoi1,1
tour_idh5m5z3n7,1
tour_id3ypkzf51,1
tour_id3du4mcn2,1
tour_idve465gcs,1
tour_id9iyf8unb,0
tour_ids0ponv0s,2
tour_id8v2krng2,0
tour_idvzcawzba,2
tour_idxcp6x5ro,1
tour_idkyc6r3rf,1
tour_idjjcf4x2g,1
tour_id5e2kmhfm,0
tour_id3jr8fmm1,0
tour_idg0w256co,1
tour_idwm2yayj0,0
tour_idcbeirwuy,1
tour_idfhwtbour,1
tour_id3njip0qm,1
tour_id4iofxp2p,0
tour_id24ett1in,2
tour_idb9qpbsta,0
tour_id4dp4uj7v,0
tour_id2ajs4yyr,0
tour_idmqfok1rs,0
tour_id0h1bv1i3,2
tour_idtsihbhnz,0
tour_idq8k2x04i,1
tour_idlqwiawmu,2
tour_idqgkkcm1g,0
tour_idm9zgcxvr,1
tour_idmsevjs6i,1
tour_id45y83fun,1
tour_idu0agq835,1
tour_idq0wq70o1,1
tour_id5hrc5l9a,2
tour_idv55shefg,2
tour_idszck7s2q,0
tour_idav80n8xu,0
tour_idon9ff3jp,0
tour_idsxkr7dne,2
tour_id4nm1kax8,1
tour_id0wgn6y7j,0
tour_id2pcbrugv,1
tour_id0vflmp39,2
tour_idampo29ot,1
tour_id0kys8gls,1
tour_idanm4viq1,0
tour_idd3jgzx23,0
tour_idi5ftc3kc,0
tour_idq4c4kfzb,0
tour_id6j0rdvyx,1
tour_idtfk47z65,0
tour_idxtdz2yiv,1
tour_id4n6op6a7,0
tour_id6wmnn8wk,0
tour_idl1capg9x,1
tour_id8non9b05,2
tour_idy3lrlddv,0
tour_idgnvqk6xd,1
tour_idnnzsem2e,2
tour_idtvdz6oh9,2
tour_idbw7q3yml,0
tour_id24pnseb0,1
tour_idhij8baid,1
tour_id8qu7r9l0,1
tour_idogrfidus,0
tour_idtocsjxi0,1
tour_idkm8uw6x7,0
tour_idce721rgf,1
tour_idnlx1sc9e,1
tour_idkpkgmlq9,0
tour_idhf3esjlb,1
tour_idxr13ncyj,1
tour_idwhsrpwjx,2
tour_id3zqro4fr,0
tour_idt5mbjuej,2
tour_idji3kpg40,1
tour_idngeweobg,2
tour_id6tka7fdh,2
tour_idux70jvxp,0
tour_id14l0qlv4,2
tour_idygg80zwh,0
tour_idcgmdm1d0,1
tour_id9ayr6mvt,1
tour_idudmehv2c,0
tour_idyrrcrjnr,1
tour_idpsk4qimg,0
tour_id9pji88ma,0
tour_id2l6pu9g8,2
tour_id9l0lg7z0,0
tour_id2l2ilopd,0
tour_idlw83iz7p,1
tour_id1y3nblgb,0
tour_idi1bh14gh,1
tour_id80qnr9ku,0
tour_iduuhpd9j4,1
tour_idp8es1r7y,1
tour_idr52ma1us,1
tour_id2v89phq9,2
tour_idfp1akgl8,0
tour_id09db4ja0,0
tour_iddik7l7xs,0
tour_idisxs30v3,1
tour_idb970i9hs,0
tour_idirm3fnn0,2
tour_idcdnn5y8c,1
tour_idp95p50hx,0
tour_idpgkdv7lb,1
tour_idqcwsyhwp,0
tour_idewr6tvmc,0
tour_id4bbqsi6h,0
tour_id6d1ume96,0
tour_iddaefcofi,0
tour_id8o1ywpi2,2
tour_idx358ak3g,0
tour_idqq6r0qiw,1
tour_idhu93nz26,0
tour_idrmtj9jmn,2
tour_id2q8iio1p,1
tour_idvhqeh5ph,0
tour_idf2ews5e8,0
tour_idt9t2de9b,1
tour_idlt7b2x23,1
tour_idmejfxc9l,1
tour_idsgowxjfi,0
tour_idifpom3oy,1
tour_id05x9c6da,1
tour_id4i62hwun,0
tour_ide4lxrqdi,1
tour_idsxztqiko,0
tour_idlr2q029l,1
tour_idyjztiph1,1
tour_idihwfmd66,0
tour_idaa4jhjp7,2
tour_idtqfr611x,0
tour_id69rn8upa,0
tour_id6kusm1gh,1
tour_idl5mqn4m1,0
tour_id9c2e8rgc,1
tour_idyvq832ht,1
tour_idrigt9iqc,0
tour_idofiqj44o,1
tour_id59ihiom5,1
tour_iddw2xw5l9,1
tour_idoaubdfj0,0
tour_idsekxyn39,1
tour_ido6l34vl0,0
tour_ide56tw13g,1
tour_idou08u8sv,1
tour_iddn2rbpfv,2
tour_id5shyxj2h,1
tour_idi0rm496c,1
tour_idkknc0b4b,0
tour_idpfec3pkc,0
tour_id59qhakx2,0
tour_idc9ykibvx,0
tour_idgjzl6udk,1
tour_idwfgh8d0d,0
tour_id7x3v6pfl,1
tour_idle93etb8,1
tour_idd7ivkj1s,0
tour_iduarvsa0v,1
tour_idja4bwqgj,1
tour_idaq0m55sd,0
tour_id7kh43w6j,0
tour_idg6o5x3md,0
tour_idnuvf394i,1
tour_idphwi0kpl,0
tour_idxf2ln3o2,0
tour_id9s502yec,2
tour_idecxl6qvk,1
tour_id4k4st3xy,2
tour_idnp5myvgl,0
tour_iddyfhzs23,1
tour_idasky8av0,1
tour_idwf2vpwxt,0
tour_id7k66umx3,1
tour_idazb3l4ar,0
tour_id0wrrkw1t,2
tour_idgzmurkon,2
tour_idlt0j1pa8,1
tour_idc6t86e6o,0
tour_idfxlz40ev,0
tour_id12dhrbue,1
tour_idebceh7kw,1
tour_idaxi2xuwv,1
tour_idffa1x3nb,0
tour_id6ffp39yd,1
tour_idwwt1b4zc,1
tour_id3yz4bnhr,0
tour_idcsfxzzfo,2
tour_idwhq39drz,2
tour_id89aet62s,0
tour_idahairxnq,1
tour_idbpgdxnzf,1
tour_idjeo92xgi,0
tour_idixkd3ls9,1
tour_idat8p8wb5,1
tour_id84sd8oee,2
tour_idihpjj1f3,1
tour_idi5a69wm7,1
tour_id8mej23mk,0
tour_id2po8qg3x,1
tour_idzayldcqa,1
tour_idqxoh34ce,1
tour_ids868kgi7,1
tour_idpxl2i9az,1
tour_idp4qxp2mf,0
tour_idgi66d85z,2
tour_id4jaq54k1,0
tour_iddeuq5hel,1
tour_idcpx66jyy,1
tour_idem0puc2x,1
tour_idvb607g7l,0
tour_idlos3fpuv,2
tour_idlp8sieqj,2
tour_id3uaeukbp,1
tour_idpa5198et,0
tour_id5tjx9qql,0
tour_idojnvn9z3,2
tour_idsznydpvt,2
tour_id50f08gqc,0
tour_idyh0yvcz4,0
tour_id1ivssd4k,2
tour_idq2c0mg1s,0
tour_ida20zto6o,0
tour_id9g8exepm,1
tour_idg99ogu7v,2
tour_idbo6lpc8g,2
tour_id11ffbh71,0
tour_idmdfoldkv,0
tour_ide6672s0i,1
tour_id6l69hh2q,2
tour_id0igw6653,0
tour_idgcqaunrj,2
tour_idwfoehkau,1
tour_idvo7e7rho,0
tour_idwd9fijuq,0
tour_idlqua7tox,1
tour_idq9n52mp7,2
tour_idtr3x8jqm,1
tour_idh8z29y8d,0
tour_idgjsncdt9,0
tour_id5gktbpnu,1
tour_id1e52ypcw,0
tour_id33qj4yjc,0
tour_id5z0qcdiw,0
tour_id9kknct2n,0
tour_idv7unxsfv,0
tour_idnnsr9uxv,1
tour_idtc1y08wl,1
tour_id63ehs30d,1
tour_idd0b6x50q,2
tour_idg3u7n74o,1
tour_idocrxf8ag,1
tour_id5t3cbzbi,0
tour_id1y3yebnc,1
tour_idyvh01nvd,1
tour_idlyxoarwt,0
tour_id5pqy6i06,1
tour_id57ds1w9z,1
tour_idotc0wmj1,1
tour_idob3gexh7,0
tour_idqbxgprd5,0
tour_idqh6rye0f,1
tour_idvuatyfvj,1
tour_idtecdzqng,1
tour_idtwa79vhi,0
tour_idz5f12sls,0
tour_id1utc24x8,0
tour_id86d3nd0q,1
tour_idlq4g4jme,1
tour_id4hmfjbi6,2
tour_idp8aj16vp,0
tour_idh22oa35c,0
tour_id0d2v3x7d,1
tour_idnhmdmgfz,0
tour_idn2n8y4p4,1
tour_id5dsbxdm1,0
tour_idd7u5txwe,1
tour_idj4r4yhtn,0
tour_idtq1ylmad,1
tour_idle0bgx41,1
tour_idhtuccfnd,1
tour_id4m9iggom,0
tour_id4jndx1xm,2
tour_idw6px1tbu,0
tour_idvilqw56e,0
tour_idgf81qejc,0
tour_id8snfpkrl,0
tour_idad142wyl,1
tour_idyoaxgx5t,0
tour_idahd7fkjg,1
tour_idd4i17xwk,0
tour_idg7lc0w4e,2
tour_idw98azu71,0
tour_idvlscb0e3,2
tour_id1oydqgay,0
tour_id8bc7zn7z,0
tour_idt34qc5xq,0
tour_idbqyb6j2l,0
tour_id9zac9a9q,0
tour_idytnrhhdm,0
tour_id9fze6zl1,1
tour_idvyxhh2iz,0
tour_idwcmaga7h,0
tour_idn1jglw99,0
tour_idni556hiq,0
tour_idh5xmgl7f,1
tour_idrb9xqb9a,0
tour_idimgtmh6u,1
tour_iddwn7qh1b,0
tour_idpwwrckez,2
tour_idjsz03iys,0
tour_idkgzmkhsk,0
tour_id6hdl0drj,0
tour_idm6x0o9hc,1
tour_idkdosicbw,1
tour_idakgbe03z,2
tour_idsyrofexx,0
tour_id4ujn3vka,0
tour_id41iykm72,2
tour_idd4s2ieft,1
tour_idtieooybl,0
tour_id3u3nrkdb,1
tour_idqs2ta1op,0
tour_id24fb7n5o,0
tour_idr28kr1cx,2
tour_idcjtbk367,1
tour_id5kspayhy,2
tour_idhwxnx7oj,1
tour_id7v8ge117,2
tour_idz3iu1w9y,2
tour_idyypsoo3u,1
tour_idsxgszm0f,0
tour_idaegpr6f0,0
tour_id5k5fhxba,2
tour_id0uk67s8q,1
tour_idpxipxcsb,1
tour_idteb5zvyh,2
tour_idyhh3fb3p,1
tour_idsb1t8rtq,1
tour_idxrttz420,0
tour_idzxda736j,0
tour_idkwee0ock,2
tour_idrai29m22,0
tour_idkouift4o,1
tour_idwjs1zter,0
tour_idw3ix6e2j,1
tour_idznq2subl,2
tour_idoksxrz5y,2
tour_idatwuou9c,0
tour_idc6yn6da5,0
tour_idtp5cw2mw,1
tour_idi0ht0ihm,2
tour_idj4hikoin,1
tour_idbe8hkm9o,0
tour_idh1sfhfi8,0
tour_idwup9sgpe,1
tour_idjf3wfcb8,1
tour_idaz611y9g,2
tour_ids0knmctk,1
tour_idr06o7f9d,1
tour_id8wr4hz21,0
tour_idkn1owmkb,0
tour_id6rxrx2kq,1
tour_idb3qv8wxe,1
tour_idy8w28hfi,0
tour_idzxjuv6r1,0
tour_id7ofmvp1b,2
tour_idgyqbtkvq,1
tour_idx02w1oqa,0
tour_idrmfyy2c0,0
tour_idxk15k1hu,1
tour_idfvltyqei,0
tour_idjm68n48t,0
tour_iduo61lx6o,0
tour_id1jm26vov,0
tour_idxezlb72z,0
tour_idzvxto5dz,0
tour_idxkveod6w,0
tour_id9hcxg61i,0
tour_id0qgbre3b,0
tour_iddc8jx7ih,0
tour_idbdzub0ez,0
tour_idpivmhh2f,0
tour_idm9t0qoew,1
tour_idr5ikjmee,0
tour_idt8qzvm5y,0
tour_idjhgyn03t,1
tour_id7rjygoet,0
tour_idbmrjumm3,2
tour_id69nkntx7,0
tour_idmggqacre,1
tour_id8bxmwbtc,1
tour_id89oya1o7,1
tour_idcbvdhu7o,0
tour_id1wog06bc,0
tour_idmy8swafv,1
tour_idvslpi8cq,1
tour_idk4dfvngi,1
tour_idtf2vy7ng,0
tour_ido78405um,0
tour_idrfqobae0,1
tour_idgbqtuuwu,1
tour_idavo4yti2,0
tour_id2iy1lyg5,0
tour_idefucsbid,1
tour_idlxd9utdw,0
tour_idbqxg1whb,2
tour_id0ryveod6,0
tour_idkysd2c9i,0
tour_ideafe8eel,0
tour_idzbmr08ii,0
tour_idory7xy8q,1
tour_id8q1gxw55,0
tour_iddgkz6z4r,1
tour_idlvuxi90p,1
tour_id3nn759sx,1
tour_idkw5z7z83,0
tour_idhdmplesc,1
tour_idn75sljm5,0
tour_idhnonwam6,1
tour_idfxrg5zqm,1
tour_idnytmnkgu,0
tour_idpe8ek7f7,1
tour_idundipriq,1
tour_id4flim6lf,1
tour_idv10mijia,0
tour_id1i9vov69,0
tour_idbc8rhqyv,1
tour_idjr6jsp73,1
tour_id4qx92y0r,2
tour_idul873nq4,1
tour_id2asz84fl,0
tour_idoo5sfuim,1
tour_id3crel9v1,0
tour_idy62iet9n,2
tour_idm8g1iwbk,0
tour_idzr204qei,2
tour_id8gulkie8,1
tour_idebjfw0ks,0
tour_idsrh36nxb,0
tour_idqv1jldzs,0
tour_idmux0mx56,1
tour_idf3po8mb7,2
tour_id3n6mlg3r,0
tour_idewd6fav0,1
tour_id7f495u46,2
tour_ide2yew8az,0
tour_idi9vuriry,1
tour_idkf67nx3b,1
tour_ida92hq5o4,1
tour_idn213se98,1
tour_idb93ntaiw,1
tour_idnbvqxwqr,1
tour_idfgjnzjer,0
tour_iditta2ams,2
tour_id7bq1q8xy,0
tour_idp3xdsd5f,2
tour_id6qeebxpk,0
tour_idltgwxf56,0
tour_idm9ay9h47,0
tour_id2xk05wqd,0
tour_id8jvwhmie,1
tour_idu4cnse5l,0
tour_idpal3pw8n,0
tour_id3rnfe7nn,1
tour_id38804qw6,2
tour_id2riduk44,1
tour_idoy5hdrkc,0
tour_idxs5lescb,0
tour_idrgcirk9d,0
tour_id5o9goyo0,2
tour_idpkgf5dgi,0
tour_id7opy5ttz,1
tour_idu609oy6e,0
tour_id90i1pdug,0
tour_idqotr8sma,2
tour_ida1cpp8ry,1
tour_id85cs3dy8,1
tour_id2zujgst2,0
tour_ideoiw8a6v,1
tour_idtp1xt0ko,1
tour_idjyjon3mu,2
tour_idxf1bbrrs,0
tour_ido3yd5k0a,2
tour_idxub8khhm,1
tour_idgm532mth,1
tour_ideo8nqbtf,2
tour_idqvx38esp,2
tour_idcfs3eno8,1
tour_idgfxi7cpx,1
tour_idnmytbcdr,1
tour_id6bmqp5h6,1
tour_idpwf4zcyr,0
tour_idc0vslrrp,1
tour_idlgu7c55z,0
tour_idnt5ss8p0,0
tour_iduzj0tv76,0
tour_idzk0ezoi0,1
tour_id86vhsg9p,0
tour_id757bjc6d,2
tour_idn8rjyb32,0
tour_idt1idtwrp,0
tour_idkhp8fa3v,0
tour_idif0bf9vs,1
tour_idempaxsox,2
tour_iduj20w0l7,0
tour_id0fmy6h8y,1
tour_idgqqocqa5,0
tour_idn1ljtvru,0
tour_idb3iwczec,1
tour_idvl4cy8kr,0
tour_id8aihorcw,0
tour_idwkwf1ls1,2
tour_id9tj5wlr3,1
tour_ida7og3vf8,0
tour_id1r8n153z,0
tour_idnh5jku0e,2
tour_id4tnjm1r9,1
tour_idgzfxbsy6,2
tour_idw1qqlz1p,1
tour_id6y6w7icu,0
tour_id4t7yovo4,1
tour_idoa3oeep6,0
tour_id8hul086t,0
tour_idmf4lenrl,0
tour_idxvers5j6,0
tour_idtmpoumnc,0
tour_id431oxvx1,1
tour_idaj64c3rf,0
tour_iduqpubt8f,2
tour_idz2oz9cj7,0
tour_idh071riad,0
tour_id2epwvaod,0
tour_idkkt228e8,0
tour_id6fa9zati,0
tour_idpn8opkji,1
tour_id51bk96fo,1
tour_idtsg10bai,1
tour_idjrz1blmp,0
tour_idi1v0dam8,0
tour_idyc1cgzfk,1
tour_id5yz3jkhm,0
tour_idz0ltmuxl,0
tour_idx0q7ylxi,1
tour_idrfsqhd6j,1
tour_id09zqfs8b,0
tour_idw1edoauv,2
tour_id2z7pi4h3,0
tour_idn1yiebdi,1
tour_idtpg2tzug,2
tour_idn877aotw,2
tour_idjifwwe0u,0
tour_idjc8j0vsj,1
tour_id4h0cy0hf,1
tour_iduswnwqep,0
tour_idsz9zhk6g,1
tour_ido2kujh1g,2
tour_idwl2xqxog,0
tour_idsaic1spo,1
tour_id2lnlsi55,1
tour_idfghcmkjn,0
tour_id0c9hrxm7,2
tour_idolsgj969,0
tour_id4pscidq8,1
tour_idyhq1aoqc,0
tour_idzjfql3xc,2
tour_idyd5nmtx8,0
tour_id3kcsv3qx,2
tour_idj19eiyep,1
tour_id53nliukr,1
tour_id5hrx3yrj,0
tour_idk534pxht,1
tour_idn4w413jh,1
tour_idgxm5bafr,1
tour_id5d521kfz,0
tour_idkutwy5pu,1
tour_id4i0jln9v,1
tour_idujr8du2e,0
tour_id9og01s6b,0
tour_idxg9vypik,1
tour_idg3i54g46,1
tour_id8zoa1x6r,0
tour_idotmvnuso,0
tour_idt69q25pt,1
tour_id92bk4ki2,2
tour_idab1obo8r,0
tour_idbjmfu41k,1
tour_idpm83bl3m,1
tour_id2nuag4lg,1
tour_idrlpu681r,0
tour_id2ezjtpxo,2
tour_idn3vgqhg7,2
tour_idfqsfsnuh,0
tour_id3acrc2gj,2
tour_iduqmoe6qj,0
tour_idt7jgmv7g,1
tour_idndq6g5jx,0
tour_id0jgbkd2v,1
tour_idk3h1vvpa,0
tour_idwqs533q0,0
tour_id0jgq8aqd,1
tour_idtox7wnqk,1
tour_ideehkuoz3,2
tour_idjnwpvhvt,1
tour_idoydz5beq,0
tour_idhhsc9a7k,1
tour_idsvi0aejn,2
tour_idav793zqt,0
tour_idiaf2qpjm,0
tour_ide74cwpm9,1
tour_iddfais3qf,0
tour_idkhjqivm3,2
tour_idz5i82f79,1
tour_idf26s3qz3,0
tour_id9sm7lbyx,1
tour_idoyfoziwr,1
tour_idfu0gquaq,1
tour_id837c46wp,2
tour_id6fkts011,2
tour_id8mpcqrpv,2
tour_id23a4ap5o,0
